paddy_id,mesh_rakusui,mesh_paddy,dist,orifice,drn_id,total_distance
310,3411,5562,463.65667693513586,1.0,18850.0,920.4782977415191
311,1110,5577,263.7143845156906,1.0,14605.0,301.7766952966369
312,5304,5586,207.95767011988826,1.0,21822.0,1796.5871243867332
313,1110,5589,280.64504743241116,1.0,14605.0,301.7766952966369
314,5304,5603,301.35078447566417,1.0,21822.0,1796.5871243867332
315,5304,5606,94.37245937389726,1.0,21822.0,1796.5871243867332
316,5634,5634,0.0,1.0,21822.0,1831.9424634460606
317,5304,5644,191.9842304075559,1.0,21822.0,1796.5871243867332
318,5634,5650,71.92787709876615,1.0,21822.0,1831.9424634460606
319,5304,5658,146.8467316699987,1.0,21822.0,1796.5871243867332
320,3411,5676,383.9429900048093,1.0,18850.0,920.4782977415191
321,5304,5680,166.61116994603637,1.0,21822.0,1796.5871243867332
322,5900,5696,290.04486273805287,1.0,21822.0,1786.2317853274058
323,5415,5699,33.69389057730793,1.0,21822.0,1940.2887268316153
324,5415,5709,56.76574056356761,1.0,21822.0,1940.2887268316153
325,5634,5710,98.3765776681552,1.0,21822.0,1831.9424634460606
326,5724,5724,0.0,1.0,21822.0,1629.933387772288
327,12632,5748,350.6576440515215,1.0,21822.0,1511.2317853274058
328,3411,5756,418.80667916645336,1.0,18850.0,920.4782977415191
329,5885,5757,83.42057131821754,1.0,21822.0,1629.933387772288
330,12632,5776,352.6236777098414,1.0,21822.0,1511.2317853274058
331,12632,5785,263.2095519107912,1.0,21822.0,1511.2317853274058
332,12637,5787,167.43672008916045,1.0,21822.0,1594.5780487129605
333,3411,5805,384.20667817017835,1.0,18850.0,920.4782977415191
334,3411,5808,410.9862487554331,1.0,18850.0,920.4782977415191
335,3411,5811,353.05556718352443,1.0,18850.0,920.4782977415191
336,12632,5822,255.0852849744663,1.0,21822.0,1511.2317853274058
337,12637,5835,78.84645864741188,1.0,21822.0,1594.5780487129605
338,12632,5842,153.92890667771385,1.0,21822.0,1511.2317853274058
339,5856,5856,0.0,1.0,14605.0,582.842712474619
340,12632,5871,346.55624019041187,1.0,21822.0,1511.2317853274058
341,5885,5874,82.26183837019369,1.0,21822.0,1629.933387772288
342,5885,5885,0.0,1.0,21822.0,1629.933387772288
343,6009,5890,273.46744137347576,1.0,21822.0,1671.5871243867332
344,5900,5900,0.0,1.0,21822.0,1786.2317853274058
345,6009,5926,166.33650842913028,1.0,21822.0,1671.5871243867332
346,6009,5932,80.0996794125118,1.0,21822.0,1671.5871243867332
347,1110,5938,238.18899666420728,1.0,14605.0,301.7766952966369
348,6009,5951,169.39566519844075,1.0,21822.0,1671.5871243867332
349,3411,5953,428.283406319514,1.0,18850.0,920.4782977415191
350,5900,5960,361.85830235811915,1.0,21822.0,1786.2317853274058
351,1110,5968,238.41409628642938,1.0,14605.0,301.7766952966369
352,5900,5979,77.51581558945698,1.0,21822.0,1786.2317853274058
353,5900,5986,274.799403576837,1.0,21822.0,1786.2317853274058
354,5900,6004,170.20067603776923,1.0,21822.0,1786.2317853274058
355,6007,6007,0.0,1.0,21822.0,1761.2317853274058
356,6009,6022,172.00549211771815,1.0,21822.0,1671.5871243867332
357,6009,6027,365.0957117385807,1.0,21822.0,1671.5871243867332
358,5725,6041,81.83321812183131,1.0,21822.0,1646.5871243867332
359,5725,6054,173.46070350860023,1.0,21822.0,1646.5871243867332
360,6009,6060,82.00938681567551,1.0,21822.0,1671.5871243867332
361,6009,6075,169.99587556751925,1.0,21822.0,1671.5871243867332
362,6009,6079,273.50794478642143,1.0,21822.0,1671.5871243867332
363,6413,6092,338.70479025639486,1.0,21822.0,2137.4474647659326
364,6413,6104,267.78442461877336,1.0,21822.0,2137.4474647659326
365,6112,6112,0.0,1.0,21822.0,2196.1904262691105
366,12910,6123,250.91694693177124,1.0,14605.0,582.842712474619
367,6413,6134,184.22699303251738,1.0,21822.0,2137.4474647659326
368,6413,6147,221.28653122565956,1.0,21822.0,2137.4474647659326
369,6413,6159,83.3865371606255,1.0,21822.0,2137.4474647659326
370,6413,6180,144.41606061189304,1.0,21822.0,2137.4474647659326
371,6413,6183,340.71385883975535,1.0,21822.0,2137.4474647659326
372,6413,6190,176.73865479582517,1.0,21822.0,2137.4474647659326
373,6413,6208,250.18513835915186,1.0,21822.0,2137.4474647659326
374,4204,6212,260.88561241309355,1.0,21822.0,2799.137948257903
375,4204,6217,203.28218438928627,1.0,21822.0,2799.137948257903
376,6332,6232,112.61001979531773,1.0,21822.0,2331.5457653284375
377,6338,6247,47.714584143986016,1.0,21822.0,2391.9011043877654
378,6332,6256,110.1589090212278,1.0,21822.0,2331.5457653284375
379,6273,6264,17.910496287106767,1.0,21822.0,2256.5457653284375
380,6272,6272,0.0,1.0,21822.0,2256.5457653284375
381,6413,6280,269.37996719898047,1.0,21822.0,2137.4474647659326
382,6332,6286,106.23838822979795,1.0,21822.0,2331.5457653284375
383,6413,6302,295.49441400994436,1.0,21822.0,2137.4474647659326
384,4465,6318,15.146099024776323,1.0,21822.0,2437.4474647659326
385,6332,6327,20.212716910281177,1.0,21822.0,2331.5457653284375
386,6331,6331,0.0,1.0,21822.0,2366.9011043877654
387,4204,6350,321.39300316774955,1.0,21822.0,2799.137948257903
388,6276,6357,12.156099218778254,1.0,21822.0,2306.545765328438
389,6332,6369,162.5500567504136,1.0,21822.0,2331.5457653284375
390,6413,6374,200.67577881016845,1.0,21822.0,2137.4474647659326
391,4465,6386,18.820334401419853,1.0,21822.0,2437.4474647659326
392,5304,6389,314.94363236146944,1.0,21822.0,1796.5871243867332
393,5634,6396,244.58470868574975,1.0,21822.0,1831.9424634460606
394,6413,6413,0.0,1.0,21822.0,2137.4474647659326
395,5304,6422,321.5621564055736,1.0,21822.0,1796.5871243867332
396,6413,6445,209.1871256894891,1.0,21822.0,2137.4474647659326
397,5304,6463,323.46539219423295,1.0,21822.0,1796.5871243867332
398,5539,6477,118.56518297608206,1.0,21822.0,1940.2887268316153
399,6413,6479,51.354402076454676,1.0,21822.0,2137.4474647659326
400,6413,6495,188.26759525886794,1.0,21822.0,2137.4474647659326
401,5304,6497,228.03140796497144,1.0,21822.0,1796.5871243867332
402,5304,6513,308.213047777122,1.0,21822.0,1796.5871243867332
403,5556,6515,23.622635727384026,1.0,21822.0,2077.0921257066047
404,1367,6530,140.8268737805109,1.0,14605.0,557.842712474619
405,5304,6540,239.11096675597108,1.0,21822.0,1796.5871243867332
406,6548,6548,0.0,1.0,21822.0,2121.1904262691105
407,6413,6561,339.80338053940926,1.0,21822.0,2137.4474647659326
408,6413,6573,255.9799497997523,1.0,21822.0,2137.4474647659326
409,5539,6578,343.0881162510255,1.0,21822.0,1940.2887268316153
410,6413,6589,263.2752503632227,1.0,21822.0,2137.4474647659326
411,6413,6593,58.231833133388214,1.0,21822.0,2137.4474647659326
412,6413,6601,64.3152028029979,1.0,21822.0,2137.4474647659326
413,6413,6616,147.69183898334802,1.0,21822.0,2137.4474647659326
414,5539,6624,247.13632977834504,1.0,21822.0,1940.2887268316153
415,5304,6629,339.2344785783328,1.0,21822.0,1796.5871243867332
416,324,6644,222.21163100678342,1.0,16779.0,1000.8074840926716
417,6843,6651,179.3244181001139,1.0,16779.0,176.7766952966369
418,7039,6660,104.88940690141719,1.0,21822.0,4585.500002408638
419,7104,6670,257.0037820297687,1.0,16779.0,1107.158451729723
420,6682,6682,0.0,1.0,21822.0,4660.500002408638
421,6684,6697,14.896409503185236,1.0,21822.0,4645.8553414679645
422,7104,6704,246.1436062419579,1.0,16779.0,1107.158451729723
423,6843,6709,103.50577714607203,1.0,16779.0,176.7766952966369
424,6843,6724,112.31749904747358,1.0,16779.0,176.7766952966369
425,324,6731,197.11662407862988,1.0,16779.0,1000.8074840926716
426,7104,6736,223.60281752522354,1.0,16779.0,1107.158451729723
427,6689,6744,18.45850426235345,1.0,21822.0,4554.598302971142
428,7104,6748,273.9422266901378,1.0,16779.0,1107.158451729723
429,7104,6762,240.6186089544372,1.0,16779.0,1107.158451729723
430,324,6770,172.2841739930556,1.0,16779.0,1000.8074840926716
431,7104,6778,199.5976792028885,1.0,16779.0,1107.158451729723
432,6843,6782,56.629228420119546,1.0,16779.0,176.7766952966369
433,6840,6799,16.896884222078462,1.0,21822.0,4660.500002408638
434,6843,6808,9.272687938914311,1.0,16779.0,176.7766952966369
435,7104,6813,173.7441098109747,1.0,16779.0,1107.158451729723
436,7104,6822,195.74995694995206,1.0,16779.0,1107.158451729723
437,6831,6831,0.0,1.0,16779.0,201.7766952966369
438,6843,6843,0.0,1.0,16779.0,176.7766952966369
439,6843,6856,94.88559499876719,1.0,16779.0,176.7766952966369
440,6862,6862,0.0,1.0,21822.0,4529.598302971142
441,6949,6874,182.02070787825622,1.0,21822.0,4549.880718484201
442,6862,6881,87.50651978484636,1.0,21822.0,4529.598302971142
443,324,6885,322.1357829028002,1.0,16779.0,1000.8074840926716
444,7104,6892,333.18986343906045,1.0,16779.0,1107.158451729723
445,7104,6903,372.6490383121471,1.0,16779.0,1107.158451729723
446,324,6921,284.44359948780186,1.0,16779.0,1000.8074840926716
447,7104,6928,335.74481096189186,1.0,16779.0,1107.158451729723
448,6932,6932,0.0,1.0,21822.0,4645.8553414679645
449,6949,6949,0.0,1.0,21822.0,4549.880718484201
450,6949,6957,83.57483424392447,1.0,21822.0,4549.880718484201
451,7039,6966,90.75244374323643,1.0,21822.0,4585.500002408638
452,324,6982,247.50158058759297,1.0,16779.0,1000.8074840926716
453,7104,6990,301.3137461867166,1.0,16779.0,1107.158451729723
454,7039,6998,98.0477495907128,1.0,21822.0,4585.500002408638
