fid,X,Y,drn_id,value
668,24408.5416,3162.9480000000003,35718,1.0
669,24438.5416,3162.9480000000003,35718,1.0
670,25098.5416,3162.9480000000003,35135,1.0
671,25128.5416,3162.9480000000003,35135,1.0
672,25158.5416,3162.9480000000003,35135,1.0
673,25818.5416,3162.9480000000003,35135,1.0
674,24468.5416,3132.9480000000003,35718,1.0
675,24498.5416,3132.9480000000003,35718,1.0
676,25188.5416,3132.9480000000003,35135,1.0
677,25218.5416,3132.9480000000003,35135,1.0
678,25248.5416,3132.9480000000003,35135,1.0
679,25788.5416,3132.9480000000003,35135,1.0
680,24528.5416,3102.9480000000003,35718,1.0
681,24558.5416,3102.9480000000003,35718,1.0
682,24588.5416,3102.9480000000003,35718,1.0
683,25278.5416,3102.9480000000003,35135,1.0
684,25308.5416,3102.9480000000003,35135,1.0
685,25338.5416,3102.9480000000003,35135,1.0
686,25788.5416,3102.9480000000003,35135,1.0
687,24618.5416,3072.9480000000003,35718,1.0
688,24648.5416,3072.9480000000003,35718,1.0
689,24678.5416,3072.9480000000003,35718,1.0
690,24708.5416,3072.9480000000003,35718,1.0
691,25368.5416,3072.9480000000003,35135,1.0
692,25398.5416,3072.9480000000003,35135,1.0
693,25428.5416,3072.9480000000003,35135,1.0
694,25788.5416,3072.9480000000003,35135,1.0
695,24738.5416,3042.9480000000003,35718,1.0
696,24768.5416,3042.9480000000003,35718,1.0
697,24798.5416,3042.9480000000003,35718,1.0
698,25458.5416,3042.9480000000003,35135,1.0
699,25488.5416,3042.9480000000003,35135,1.0
700,25758.5416,3042.9480000000003,35135,1.0
701,24828.5416,3012.9480000000003,35718,1.0
702,24858.5416,3012.9480000000003,35718,1.0
703,25518.5416,3012.9480000000003,35135,1.0
704,25548.5416,3012.9480000000003,35135,1.0
705,25578.5416,3012.9480000000003,35135,1.0
706,25758.5416,3012.9480000000003,35135,1.0
707,24888.5416,2982.9480000000003,35718,1.0
708,24918.5416,2982.9480000000003,35718,1.0
709,25608.5416,2982.9480000000003,35135,1.0
710,25638.5416,2982.9480000000003,35135,1.0
711,25668.5416,2982.9480000000003,35135,1.0
712,25728.5416,2982.9480000000003,35135,1.0
713,24948.5416,2952.9480000000003,35718,1.0
714,24978.5416,2952.9480000000003,35718,1.0
715,25008.5416,2952.9480000000003,35718,1.0
716,25698.5416,2952.9480000000003,35135,1.0
717,25728.5416,2952.9480000000003,35135,1.0
718,25038.5416,2922.9480000000003,35718,1.0
719,25068.5416,2922.9480000000003,35718,1.0
720,25098.5416,2922.9480000000003,35718,1.0
721,25128.5416,2892.9480000000003,35718,1.0
722,25158.5416,2892.9480000000003,35718,1.0
723,25188.5416,2892.9480000000003,35718,1.0
724,25218.5416,2862.9480000000003,35718,1.0
725,25248.5416,2862.9480000000003,35718,1.0
726,25278.5416,2862.9480000000003,35718,1.0
727,25308.5416,2862.9480000000003,35718,1.0
728,25338.5416,2832.9480000000003,35718,1.0
729,25368.5416,2832.9480000000003,35718,1.0
730,25398.5416,2832.9480000000003,35718,1.0
731,25428.5416,2802.9480000000003,35718,1.0
732,25458.5416,2802.9480000000003,35718,1.0
733,25488.5416,2802.9480000000003,35718,1.0
734,25518.5416,2772.9480000000003,35718,1.0
735,25548.5416,2772.9480000000003,35718,1.0
736,25578.5416,2772.9480000000003,35718,1.0
737,25608.5416,2742.9480000000003,35718,1.0
738,25638.5416,2742.9480000000003,35718,1.0
739,25668.5416,2742.9480000000003,35718,1.0
740,25698.5416,2712.9480000000003,35718,1.0
741,25728.5416,2712.9480000000003,35718,1.0
742,25758.5416,2712.9480000000003,35718,1.0
743,25788.5416,2682.9480000000003,35718,1.0
744,25818.5416,2682.9480000000003,35718,1.0
745,25848.5416,2682.9480000000003,35718,1.0
746,25878.5416,2652.9480000000003,35718,1.0
747,25908.5416,2652.9480000000003,35718,1.0
748,25908.5416,2622.9480000000003,35718,1.0
749,25938.5416,2622.9480000000003,35718,1.0
750,25968.5416,2592.9480000000003,35718,1.0
751,25998.5416,2592.9480000000003,35718,1.0
